item_mrp,item_outlet_sales,item_visibility,item_weight,source,outlet_years,item_fat_content_Low Fat,item_fat_content_Non-Edible,item_fat_content_Regular,outlet_location_type_Tier 1,outlet_location_type_Tier 2,outlet_location_type_Tier 3,outlet_size_High,outlet_size_Medium,outlet_size_Small,outlet_type_Grocery Store,outlet_type_Supermarket Type1,outlet_type_Supermarket Type2,outlet_type_Supermarket Type3,item_type_combined_Drinks,item_type_combined_Food,item_type_combined_Non-Consumable
243.0196,4310.3892,0.043626605,18.2,train,13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
43.6744,407.4696,0.0,9.195,train,13,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
42.9112,426.112,0.191013663,14.102,train,18,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
266.6884,5238.248079999999,0.121765124,10.072,train,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
126.5046,3783.4750799999993,0.063451474,14.15,train,15,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
226.9404,4950.8888,0.129008866,9.695,train,15,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
105.6648,623.1888,0.056695731,20.85,train,13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
121.1782,2504.2069600000004,0.060672263,9.293,train,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
49.7008,50.6008,0.05787008,13.45,train,37,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
127.4362,2265.0516,0.047801883,16.1,train,25,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
109.0228,2542.0244,0.06911065,7.485,train,18,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
126.1704,876.1928,0.064367627,19.85,train,35,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
184.495,2807.27912,0.073251428,11.319,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
115.1834,1958.1178,0.037014587,12.3,train,20,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
228.7352,5954.9152,0.030890618,8.42,train,23,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
145.7128,2025.23044,0.036628533,12.794999999999998,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
128.102,1664.7663200000002,0.071534226,12.5,train,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
50.8692,837.5764,0.172357491,14.65,train,15,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
242.4196,3722.88728,0.171079215,15.832999999999998,train,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
182.2318,3428.2042,0.083736551,20.75,train,18,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
167.2816,5704.5744,0.050111641,9.453,train,15,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
58.3588,343.5528,0.021343732,13.65,train,20,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
107.4622,2132.15792,0.099681705,12.629,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
121.3098,2530.7058,0.0,6.635,train,20,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
231.601,5318.80988,0.061999648,15.41,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
177.2712,3691.1952,0.063079544,12.022,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
85.225,2663.2,0.01469075,15.479000000000005,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
123.2414,487.3656,0.009714595,12.081,train,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
193.8162,384.8324,0.053392944,12.475,train,37,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
260.4594,5494.8474,0.063993068,14.5,train,18,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
257.3304,3874.956,0.067350054,15.1,train,13,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
81.896,878.856,0.08075758,14.35,train,20,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
199.0084,3174.5344,0.015278899,18.25,train,25,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
121.0782,3456.1678,0.036207786,7.89,train,20,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
240.9222,3550.0456000000004,0.048445132,13.718,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
38.419,776.9886,0.024546148,15.4,train,15,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
166.1526,2960.1468,0.039577173,19.6,train,25,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
185.0608,3307.6944,0.015756784,19.5,train,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
52.6666,717.7324,0.0,11.61,train,37,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
256.333,5608.56604,0.146972598,14.824000000000002,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
33.7216,1280.9992,0.073055148,15.4,train,37,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
124.1072,2619.12404,0.054142088,12.882,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
59.2562,651.8182,0.044991294,7.105,train,13,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
51.464,692.432,0.031267496,14.0,train,25,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
84.9224,1193.1136,0.127541722,14.3,train,25,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
64.751,885.514,0.064141866,7.22,train,13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
260.6962,6602.7386,0.011072173,5.21,train,15,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
89.4172,178.4344,0.045105407,12.566,train,37,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
140.718,2656.542,0.012659235,18.2,train,13,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
235.4958,2058.653600000001,0.017746063,15.549,train,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
181.666,3683.73824,0.032632065,15.1,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
61.0536,1898.8616,0.071439051,13.3,train,18,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
257.633,7433.657,0.135375727,10.726,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
43.6454,125.8362,0.072221801,15.2,train,37,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
45.206,792.302,0.064241345,15.0,train,23,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
173.3764,4466.1864,0.042413704,17.25,train,13,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
121.5098,2892.2352,0.016597651,19.35,train,35,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
185.3608,2940.1728,0.010917052,9.5,train,25,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
191.3188,1713.7692,0.039906377,8.365,train,23,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
98.77,2696.49,0.182514881,13.006,train,37,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
50.3034,763.9389199999999,0.017295906,12.55,train,13,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
84.6908,755.0172,0.018632082,15.479000000000005,train,18,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
126.4046,2444.68444,0.196659953,13.539999999999996,train,18,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
155.034,306.268,0.058153409,8.953,train,13,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
92.7146,1000.43108,0.026738937,11.503,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
40.848,679.116,0.007140468,15.85,train,35,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
250.9092,4346.74188,0.066672058,18.2,train,13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
117.9466,2356.932,0.054362695,12.04,train,15,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
213.7192,1078.596,0.089742065,15.25,train,35,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
91.4462,1665.8316,0.099309997,18.35,train,20,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
42.7112,639.168,0.020603511,15.85,train,15,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
106.6938,1393.5194,0.015335349,18.35,train,20,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
187.9556,4693.89,0.045230944,16.75,train,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
52.4324,571.2564,0.069565759,12.65,train,20,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
124.5072,4042.7376,0.041622264,12.6,train,23,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0
196.211,5499.508,0.11679292,13.642,train,37,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
46.2086,490.6946,0.076975118,16.0,train,23,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
208.5638,5383.6588,0.0,17.1,train,23,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
144.247,1770.6285199999998,0.026719159,10.136,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
90.8172,535.3032,0.043209581,9.3,train,15,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
95.9436,1027.72888,0.203536932,13.860000000000005,train,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
46.2086,884.4487200000001,0.051902594,13.597,train,15,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
178.437,2697.6884399999994,0.099731744,13.644,train,15,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
189.6188,952.094,0.011324862,7.855,train,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
149.1076,1182.4608,0.08259502,8.235,train,20,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
250.5382,2775.7202,0.141398626,15.75,train,15,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
211.0612,7317.142,0.168455549,13.663,train,15,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
133.7942,3233.65744,0.021096732,12.397000000000002,train,15,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
225.4746,3589.9936,0.014103354,18.35,train,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
77.2986,623.1888,0.073135768,17.25,train,13,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
90.5146,729.7168,0.069809115,8.6,train,15,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
186.0924,7033.5112,0.23653561,13.425999999999998,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
190.953,2842.03388,0.20914265,13.303,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
192.4478,4843.695,0.160760054,16.85,train,15,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
152.234,3828.35,0.049754975,9.96,train,15,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
87.4856,1054.6272,0.099252438,16.0,train,18,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
107.3622,3281.7282,0.051643608,12.345,train,35,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
113.3544,3467.4864,0.125222705,8.895,train,13,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
177.1054,4416.38456,0.173703549,12.538,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
101.0016,2125.2336,0.031867464,13.006,train,37,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
185.4266,3462.02684,0.297312685,14.954000000000002,train,13,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
112.4544,2348.9424,0.07607772,17.75,train,23,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
247.846,3448.844,0.076709639,12.3,train,20,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
155.8288,1099.9016,0.034658144,6.55,train,23,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
41.7138,414.1276,0.026465376,11.398,train,13,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
231.7668,6614.190359999999,0.063302674,14.88,train,18,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
155.3998,2549.74768,0.086945823,5.88,train,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
193.0504,2492.7552,0.0,15.35,train,23,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
